"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"EVBN","Evans Bancorp, Inc.","15","61935000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EVK","Ever-Glory International Group, Inc.","1.6242","23982937.2","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"EPM","Evolution Petroleum Corporation, Inc.","8.88","247014960","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EPM^A","Evolution Petroleum Corporation, Inc.","26.68","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epm^a",
"XRA","Exeter Resource Corporation","2.46","214821960","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"XG","Extorre Gold Mines Ltd.","4.34","401740780","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xg",
"FPP","FieldPoint Petroleum Corporation","3.86","30814380","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FPP/WS","FieldPoint Petroleum Corporation","1.074","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp/ws",
"MXN","First American Minnesota Municipal Income Fund II, Inc.","16.97","24996810","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/mxn",
"FEN","First Trust Energy Income and Growth Fund","30.87","435575700","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/fen",
"FWV","First West Virginia Bancorp, Inc.","16.75","27687750","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fwv",
"BDL","Flanigan&#39;s Enterprises, Inc.","7.38","13726800","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","2.0999","27655683","n/a","1998","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FFI","Fortune Diversified Industries, Inc.","0.18","2208780","n/a","1983","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ffi",
"FSP","Franklin Street Properties Corp.","10.07","835175590","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fsp",
"FTF","Franklin Templeton Limited Duration Income Trust","14.06","376625220","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ftf",
"FOH","Frederick&#39;s of Hollywood Group","0.26","10121280","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/foh",
"FRD","Friedman Industries Inc.","11.84","80500160","n/a","1972","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/frd",
"FRS","Frisch&#39;s Restaurants, Inc.","26.95","133079100","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frs",
"FLL","Full House Resorts, Inc.","3.03","56582220","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"GLU","Gabelli Global Utility","21.14","65090060","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust by Gabelli","16.2","1220443200","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/ggn",
"GGN^A","GAMCO Global Gold, Natural Reources & Income Trust by Gabelli","26.0101","102895955.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggn^a",
"EGAS","Gas Natural Inc.","11.3358","92443449","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GSX","GASCO ENERGY INC","0.2413","40900350","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gsx",
"GST","Gastar Exploration","2.86","188027840","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gst",
"GST^A","Gastar Exploration","19.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^a",
"JOB","General Employment Enterprises, Inc.","0.59","12802410","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","3.27","298174950","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GGR","GeoGlobal Resources Inc.","0.215","21876250","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ggr",
"GOK","Geokinetics, Inc.","1.72","32662800","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gok",
"GPR","GeoPetro Resources Co","0.199","9005347","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gpr",
"GIG","GigOptix, Inc.","2.91","62777430","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gig",
"GSB","GlobalSCAPE, Inc.","1.969","36804548","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gsb",
"GLOW","Glowpoint, Inc.","2.34","60343920","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GRZ","Gold Reserve Inc","4.26","254517960","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/grz",
"GORO","Gold Resource Corporation","27.09","1433142270","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/goro",
"AUMN","Golden Minerals Co.","7.07","252462630","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","1.6","413996800","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","1.18","30032180","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/gv",
"GRC","Gorman-Rupp Company (The)","29.67","622802970","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/grc",
"GHM","Graham Corporation","23.04","228994560","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ghm",
"GTE","Gran Tierra Energy Inc.","6.47","1707834140","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gte",
"GBG","Great Basin Gold, Ltd.","0.685","325875735","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gbg",
"GPL","Great Panther Silver Limited","2.1","288804600","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gpl",
"GRH","GreenHunter Energy Inc","2.3401","64245105.4","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/grh",
"SIM","Grupo Simec, S.A. de C.V.","9.17","32727730","n/a","1993","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sim",
"GVP","GSE Systems, Inc.","2.87","52704680","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gvp",
"HWG","Hallwood Group Incorporated","10.25","15631250","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/hwg",
"HBP","Helix Biopherma Cp","1.81","121624760","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hbp",
"HEB","Hemispherx BioPharma, Inc.","0.339","46047048","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/heb",
"HLM^","Hillman Group Capital Trust","30.25","127594500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hlm^",
"HKN","HKN, Inc.","2.27","41951870","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hkn",
"HMG","HMG/Courtland Properties, Inc.","3.9","3939000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg",
"HH","Hooper Holmes, Inc.","0.6699","46946592","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HUSA","Houston American Energy Corporation","2.62","81652300","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa",
"IBIO","iBio, Inc.","1.68","80248560","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo",
"IEC","IEC Electronics Corp.","5.0628","49817952","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/iec",
"IG","IGI Laboratories, Inc.","1.06","41882720","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ig",
"IMH","Impac Mortgage Holdings, Inc.","2.3","17988300","n/a","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/imh",
"IMO","Imperial Oil Limited","46.34","39281074140","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/imo",
"IOT","Income Opportunity Realty Trust","1.69","7043920","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iot",
"IGC","India Globalization Capital Inc.","0.303","15895380","n/a","1987","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/igc",
"IGC/U","India Globalization Capital Inc.","0.3388","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igc/u",
"IGC/WS","India Globalization Capital Inc.","0.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igc/ws",
"INFU","InfuSystems Holdings, Inc.","2.16","46072800","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/infu",
"INV","Innovaro Inc","0.9799","14855284","n/a","1997","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/inv",
"IHT","InnSuites Hospitality Trust","2.25","19057500","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iht",
"INO","Inovio Pharmaceuticals, Inc.","0.54","72882720","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"IFMI","Institutional Financial Markets, Inc.","1.24","15976160","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ifmi",
"IDN","Intellicheck Mobilisia, Inc.","1.64","45039320","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","1.68","15049440","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","3.83","331999720","n/a","1984","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm",
"DNN","Intl Uranium Corp","1.87","719316070","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/dnn",
"INUV","Inuvo, Inc","0.7901","18264741.7","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Van Kampen Advantage Municipal Income Trust II","13.12","579720320","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vki",
"VMV","Invesco Van Kampen Massachusetts Value Municipal Income Trust","13.06","35275060","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmv",
"VKL","Invesco Van Kampen Select Sector Municipal Trust","13.18","200217380","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/vkl",
"ICH","Investors Capital Holdings, Ltd.","4.25","28283750","n/a","1997","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/ich",
"IPT","iParty Corporation","0.155","3784790","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ipt",
"ISR","IsoRay, Inc.","0.5","14658000","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr",
"ITI","Iteris, Inc.","1.46","49834180","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"IVD","IVAX Diagnostics, Inc.","0.71","24418320","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ivd",
"KGN","Keegan Resources Inc","3.13","235701520","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/kgn",
"KBX","Kimber Resources Inc","0.9","69466500","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/kbx",
"KXM","Kobex Minerals Inc.","0.5802","26736776.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kxm",
"LTS","Ladenburg Thalmann Financial Services Inc","1.7","312946200","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lts",
"LSG","Lake Shore Gold Corp","0.9998","400089966","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lsg",
"LCI","Lannett Co Inc","4.01","113707560","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lci",
"LAQ","Latin America Equity Fund, Inc. (The)","34.02","253414980","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/laq",
"LGL","LGL Group, Inc. (The)","7.34","19084000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","13.85","284202000","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby",
"LON","Loncor Resources Inc.","1.1999","71208065.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lon",
"LPH","Longwei Petroleum Investment Holding Limited","1.6","161227200","n/a","1973","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/lph",
"LEI","Lucas Energy, Inc.","1.83","35760030","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei",
"MCZ","Mad Catz Interactive Inc","0.54","34269480","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz",
"MVG","Mag Silver Corporation","9.68","538856560","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mvg",
"MHR^C","Magnum Hunter Resources Corporation","25.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhr^c",
"MHR^D","Magnum Hunter Resources Corporation","48.9899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhr^d",
"MHE","Massachusetts Health and Education Tax-Exempt Trust","14.7299","34659454.7","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mhe",
"MHH","Mastech Holdings, Inc","5.7","17920800","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/mhh",
"MDGN","Medgenics, Inc.","6.1","59523800","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mdgn",
"MDGN/WS","Medgenics, Inc.","1.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdgn/ws",
"IPB","Merrill Lynch & Co., Inc.","25.8","38700000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb",
"MEA","Metalico Inc","3.39","161174160","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/mea",
"MXC","Mexco Energy Corporation","7.1","14384600","n/a","1972","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","11.75","32735500","n/a","1984","n/a","n/a","http://www.nasdaq.com/symbol/cca",
"MGT","MGT Capital Investments Inc","2.7","5751000","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgt",
"MSL","MidSouth Bancorp","14.1","149911200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MDW","Midway Gold Corporation","1.44","164144160","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdw",
"MGH","Minco Gold Corporation","0.64","32222720","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgh",
"MGN","Mines Management, Inc.","1.57","45434230","n/a","1985","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgn",
"MXA","Minnesota Municipal Income Portfolio Inc.","16.91","70125770","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mxa",
"MDM","Mountain Province Diamonds Inc.","5.61","452424060","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdm",
"MVF","MuniVest Fund, Inc.","10.58","667428720","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","14.72","67182080","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mza",
"NHC","National HealthCare Corporation","46.25","646713750","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nhc",
"NHC^A","National HealthCare Corporation","15.25","165325250","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhc^a",
"NAVB","Navidea Biopharmaceuticals, Inc.","3.14","299844880","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/navb",
"NBS","Neostem, Inc.","0.36","41165280","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nbs",
"NBS/WS","Neostem, Inc.","0.0368","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nbs/ws",
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","16.1","88694900","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","14.0056","171638628","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhs",
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","16.15","301617400","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","15.27","77067690","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.4","258385600","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/nro",
"CUR","Neuralstem, Inc.","1.02","54959640","n/a","1973","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cur",
"UWN","Nevada Gold & Casinos, Inc.","1.37","21774780","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/uwn",
"NSU","Nevsun Resources Ltd","3.53","706900150","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nsu",
"GBR","New Concept Energy, Inc","1.5007","2921862.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr",
"NEWN","New Energy Systems Group.","0.5","7276000","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/newn",
"NEN","New England Realty Associates Limited Partnership","27.96","2935800","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen",
"NGD","NEW GOLD INC.","10.02","4622807160","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd",
"PAL","North American Palladium, Ltd.","2.98","485295980","n/a","2000","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pal",
"NAK","Northern Dynasty Minerals, Ltd.","5.45","517635550","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","19.47","1236481290","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","1.3","37592100","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby",
"NCQ$","NovaCopper Inc.","4.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncq$",
"NG","Novagold Resources Inc New","7.01","1682287840","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng",
"NG$","Novagold Resources Inc New","6.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ng$",
"NTN","NTN Buzztime, Inc.","0.23","16329540","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn",
"NLP","NTS Realty Holdings Limited Partnership","3.2","35504000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nlp",
"NTS","NTS, Inc.","0.4891","20144561.7","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nts",
"NEA","Nuveen AMT-Free Municipal Income Fund","14.76","328277160","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nea",
"NFZ","Nuveen Arizona Dividend Advantage Municipal Fund","14.49","22430520","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nfz",
"NFZ^C","Nuveen Arizona Dividend Advantage Municipal Fund","10.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nfz^c",
"NKR","Nuveen Arizona Dividend Advantage Municipal Fund 2","14.63","35697200","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkr",
"NXE","Nuveen Arizona Dividend Advantage Municipal Fund 3","14.2","43537200","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nxe",
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","15.28","225334160","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nvx",
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","13.93","336103040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzh",
"NCB","Nuveen California Municipal Value Fund 2","16.24","53397120","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncb",
"NCU","Nuveen California Premium Income Municipal Fund","15.1","86538100","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/ncu",
"NFC","Nuveen Connecticut Dividend Advantage Municipal Fund","14.91","38557260","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nfc",
"NGK","Nuveen Connecticut Dividend Advantage Municipal Fund 2","14.9","34568000","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ngk",
"NGO","Nuveen Connecticut Dividend Advantage Municipal Fund 3","13.94","60875980","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ngo",
"CFD","Nuveen Diversified Commodity Fund","21.51","198300690","n/a","1998","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cfd",
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","15.16","446643920","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxz",
"NZF","Nuveen Dividend Advantage Municipal Fund 3","15.3","617997600","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf",
"NVG","Nuveen Dividend Advantage Municipal Income Fund","15.17","452111510","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg",
"NZX","Nuveen Georgia Dividend Advantage Municipal Fund","15.872","31299584","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzx",
"NZX^C","Nuveen Georgia Dividend Advantage Municipal Fund","10.06","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzx^c",
"NKG","Nuveen Georgia Dividend Advantage Municipal Fund 2","14.24","64863200","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkg",
"NPG","Nuveen Georgia Premium Income Municipal Fund","15.6601","59618000.7","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/npg",
"NKL","Nuveen Insured California Dividend Advantage Municipal Fund","15.98","243790880","n/a","2002","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/nkl",
"NKX","Nuveen Insured California Tax-Free Advantage Municipal Fund","14.85","87421950","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkx",
"NGX","Nuveen Insured Massachusetts Tax-Free Advantage Municipal Fund","15.3199","41777367.3","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ngx",
"NFM","Nuveen Maryland Dividend Advantage Municipal Fund","14.49","60814530","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nfm",
"NZR","Nuveen Maryland Dividend Advantage Municipal Fund 2","14.7901","62162790.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzr",
"NWI","Nuveen Maryland Dividend Advantage Municipal Fund 3","14.55","78075300","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nwi",
